,cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
652,5.0,0.86,40.801124572753906,-73.96508026123047,1,40.80564498901367,-73.95449829101562,0,2,5,1,30,8,46,57,5,1,30,8,50,57
653,5.0,0.6,40.68833541870117,-73.99833679199219,1,40.69508743286133,-73.99766540527344,0,1,2,1,13,18,51,12,2,1,13,18,55,54
654,14.5,3.46,40.7706413269043,-73.98384857177734,1,40.80410385131836,-73.94829559326172,0,2,4,1,22,9,3,7,4,1,22,9,20,14
655,5.0,0.94,40.66630554199219,-73.98562622070312,1,40.67670440673828,-73.98328399658203,0,2,5,1,9,18,59,19,5,1,9,19,2,50
656,26.5,7.3,40.7564697265625,-73.96654510498047,1,40.68481063842773,-73.97781372070312,0,1,4,1,8,10,17,41,4,1,8,10,47,3
657,8.5,2.18,40.72691345214844,-73.94731903076172,1,40.74380493164063,-73.9222412109375,0,2,5,1,2,0,36,58,5,1,2,0,43,57
658,11.0,2.17,40.702392578125,-73.98622131347656,1,40.6908073425293,-73.95968627929688,0,2,3,1,28,10,2,25,3,1,28,10,17,25
659,13.0,2.55,40.74345397949219,-73.9194107055664,5,40.748477935791016,-73.87641143798828,0,2,6,1,10,1,31,58,6,1,10,1,49,6
660,8.5,1.69,40.74721145629883,-73.88735961914062,1,40.74308776855469,-73.9188232421875,0,2,6,1,17,0,12,48,6,1,17,0,22,3
661,4.0,0.67,40.76758575439453,-73.9119644165039,1,40.75906372070313,-73.919189453125,0,2,4,1,8,10,5,38,4,1,8,10,7,38
662,11.5,2.94,40.77376174926758,-73.95976257324219,1,40.80537796020508,-73.96221160888672,0,2,4,1,1,13,59,56,4,1,1,14,11,54
663,5.0,0.84,40.718257904052734,-73.95237731933594,1,40.7135124206543,-73.96380615234375,0,2,0,1,25,21,3,58,0,1,25,21,8,18
664,27.5,7.33,40.76385116577149,-73.97966003417969,3,40.70257568359375,-73.99032592773438,0,2,6,1,17,15,47,31,6,1,17,16,19,16
665,13.0,3.6,40.68559646606445,-73.97471618652344,1,40.71188735961914,-73.96297454833984,0,1,5,1,16,1,24,44,5,1,16,1,38,36
666,10.0,2.09,40.71693801879883,-74.00617980957031,3,40.7025032043457,-73.9906997680664,0,2,3,1,21,13,55,23,3,1,21,14,7,13
667,9.0,1.88,40.74072647094727,-73.87730407714844,1,40.74586868286133,-73.90177154541016,0,2,5,1,2,20,58,24,5,1,2,21,8,40
668,22.5,6.52,40.85567855834961,-73.93167877197266,1,40.79076385498047,-73.9537124633789,0,2,6,1,17,15,14,42,6,1,17,15,37,30
669,5.5,0.96,40.74375534057617,-73.9256820678711,1,40.75648880004883,-73.92109680175781,0,2,6,1,3,16,50,31,6,1,3,16,55,5
670,6.0,1.23,40.684566497802734,-73.97772979736328,6,40.6894760131836,-73.9924087524414,0,2,6,1,17,12,22,56,6,1,17,12,28,14
671,5.5,0.6,40.75264739990234,-73.88774108886719,1,40.74639892578125,-73.89044952392578,0,1,1,1,19,19,31,51,1,1,19,19,38,6
672,6.5,0.8,40.803306579589844,-73.96051788330078,1,40.79705810546875,-73.94894409179688,0,1,4,1,22,6,28,10,4,1,22,6,34,55
673,11.0,3.01,40.67646026611328,-73.7760238647461,1,40.6990966796875,-73.80711364746094,0,2,6,1,17,1,6,14,6,1,17,1,15,47
674,11.5,3.08,40.823036193847656,-73.94310760498047,1,40.79851913452149,-73.94169616699219,0,2,6,1,17,5,58,40,6,1,17,6,8,37
675,6.0,1.15,40.79753875732422,-73.9629135131836,2,40.80221939086914,-73.94992065429688,0,2,6,1,17,11,6,51,6,1,17,11,12,30
676,4.0,0.51,40.74981689453125,-73.881591796875,1,40.74699401855469,-73.88992309570312,0,2,1,1,5,20,11,20,1,1,5,20,14,17
677,6.0,0.83,40.77532577514648,-73.95354461669922,1,40.78532028198242,-73.9494400024414,0,2,1,1,26,18,40,56,1,1,26,18,47,35
678,24.0,8.23,40.7750129699707,-73.89237976074219,1,40.69041442871094,-73.96015167236328,0,2,0,1,18,1,18,34,0,1,18,1,33,38
679,8.0,1.48,40.77910614013672,-73.91412353515625,1,40.76672744750977,-73.92137908935547,0,2,4,1,15,18,39,51,4,1,15,18,49,19
680,4.5,0.5,40.71585464477539,-73.96171569824219,1,40.71409606933594,-73.95258331298828,0,2,5,1,16,23,21,10,5,1,16,23,25,0
681,8.5,2.03,40.67964172363281,-73.93634033203125,1,40.66790771484375,-73.95856475830078,0,2,0,1,4,22,19,1,1,1,5,22,12,49
682,5.5,0.92,40.74723815917969,-73.9120864868164,1,40.746665954589844,-73.89389038085938,0,2,4,1,22,14,8,15,4,1,22,14,13,50
683,6.5,0.6,40.71694564819336,-73.96065521240234,1,40.71150588989258,-73.95702362060547,0,1,4,1,29,10,57,0,4,1,29,11,5,7
684,32.5,5.4,40.754127502441406,-73.99147033691406,1,40.76678466796875,-73.92153930664062,0,1,0,1,11,9,44,50,0,1,11,10,37,58
685,7.0,1.0,40.819068908691406,-73.93905639648438,1,40.82139587402344,-73.95394897460938,0,1,5,1,9,12,42,51,5,1,9,12,51,12
686,13.0,3.18,40.70852661132813,-74.00621032714844,1,40.69272232055664,-73.98746490478516,0,2,0,1,18,16,29,57,0,1,18,16,45,9
687,11.0,3.12,40.66508102416992,-73.9462890625,2,40.70307540893555,-73.95987701416016,0,2,4,1,22,0,35,56,4,1,22,0,45,57
688,9.5,2.56,40.7639274597168,-73.86461639404297,1,40.75950622558594,-73.8306884765625,0,2,2,1,27,21,6,55,2,1,27,21,14,43
689,6.0,1.14,40.68853759765625,-73.98675537109375,1,40.69791030883789,-73.99452209472656,0,2,1,1,5,20,9,54,1,1,5,20,15,4
690,10.0,2.21,40.6652946472168,-73.98363494873047,1,40.69203186035156,-73.98139190673828,0,2,2,1,20,23,47,39,2,1,20,23,58,33
691,21.0,6.2,40.82899856567383,-73.87620544433594,1,40.80192184448242,-73.95374298095703,0,1,3,1,21,10,58,32,3,1,21,11,18,20
692,3.5,0.35,40.74356460571289,-73.95854187011719,1,40.747413635253906,-73.9564437866211,0,2,1,1,26,9,43,25,1,1,26,9,45,15
693,8.5,1.9,40.66851043701172,-73.99038696289062,1,40.68812942504883,-73.99544525146484,0,1,3,1,14,13,55,56,3,1,14,14,5,30
694,15.0,3.7,40.85012817382813,-73.91454315185547,1,40.86063003540039,-73.92750549316406,0,2,1,1,5,7,56,20,1,1,5,8,13,56
695,9.0,1.7,40.67567825317383,-74.00366973876953,1,40.69069290161133,-73.98771667480469,0,1,5,1,16,9,31,32,5,1,16,9,42,6
696,10.0,2.2,40.84030151367188,-73.89088439941406,1,40.81936264038086,-73.91360473632812,1,1,5,1,2,17,58,52,5,1,2,18,10,6
697,12.0,2.75,40.69195175170898,-73.92438507080078,1,40.71702575683594,-73.94994354248047,0,2,5,1,16,2,16,7,5,1,16,2,30,10
698,6.0,0.75,40.87698364257813,-73.91246032714844,6,40.87234878540039,-73.91287994384766,0,2,3,1,14,15,55,9,3,1,14,16,2,0
699,14.0,3.02,40.65530014038086,-73.95641326904297,1,40.67937850952149,-73.92897033691406,0,2,0,1,25,20,5,39,0,1,25,20,24,13
700,7.0,0.9,40.8282356262207,-73.91651916503906,1,40.83652877807617,-73.91431427001953,0,1,3,1,14,11,16,16,3,1,14,11,21,52
701,11.0,2.5,40.74449157714844,-73.88636016845703,1,40.7656135559082,-73.91365051269531,0,2,1,1,5,12,45,14,1,1,5,12,59,25
702,11.0,0.96,40.755531311035156,-73.88607788085938,1,40.74685287475586,-73.89139556884766,0,2,0,1,25,16,49,30,0,1,25,17,6,17
703,11.5,2.96,40.75175857543945,-73.93180084228516,1,40.76148986816406,-73.88648986816406,0,2,3,1,7,8,18,3,3,1,7,8,30,52
704,4.5,0.52,40.79107284545898,-73.93912506103516,1,40.78976058959961,-73.94606018066406,0,2,4,1,29,21,47,33,4,1,29,21,50,54
705,8.0,2.0,40.80541610717773,-73.96195983886719,1,40.826751708984375,-73.95050048828125,0,1,3,1,7,15,0,51,3,1,7,15,7,30
706,11.5,2.28,40.72682571411133,-73.9437255859375,1,40.71089172363281,-73.96537017822266,0,2,1,1,26,18,32,36,1,1,26,18,47,51
707,17.0,5.16,40.75468063354492,-73.87593078613281,3,40.7176513671875,-73.81770324707031,0,2,4,1,1,13,48,53,4,1,1,14,1,58
708,11.0,2.88,40.71944046020508,-74.00454711914062,1,40.68444061279297,-73.99200439453125,0,2,2,1,6,5,1,24,2,1,6,5,10,58
709,6.5,0.91,40.67804336547852,-73.99798583984375,1,40.69093322753906,-73.99187469482422,0,2,3,1,28,16,17,23,3,1,28,16,25,10
710,5.0,0.78,40.70235824584961,-73.98501586914062,1,40.69191360473633,-73.98731994628906,0,2,3,1,14,19,37,6,3,1,14,19,41,16
711,18.0,5.58,40.759521484375,-73.99539947509766,2,40.81183624267578,-73.95106506347656,0,2,4,1,22,23,59,57,5,1,23,0,14,31
712,12.5,3.72,40.733436584472656,-73.90142822265625,1,40.76996612548828,-73.9178237915039,0,2,0,1,25,23,37,57,0,1,25,23,46,59
713,7.5,1.6,40.6706428527832,-73.932861328125,1,40.68038558959961,-73.94975280761719,0,1,2,1,20,11,44,58,2,1,20,11,52,47
714,32.5,11.55,40.65759658813477,-73.72852325439453,1,40.73406600952149,-73.86929321289062,0,2,4,1,22,21,45,44,4,1,22,22,6,32
715,7.5,1.01,40.6946907043457,-73.95561218261719,1,40.70471954345703,-73.96617889404297,0,2,2,1,27,17,23,43,2,1,27,17,34,15
716,4.5,0.69,40.81791305541992,-73.96076965332031,1,40.81067657470703,-73.95266723632812,0,2,2,1,6,19,15,26,2,1,6,19,19,28
717,4.5,0.63,40.79819869995117,-73.9692153930664,1,40.806636810302734,-73.96491241455078,0,2,3,1,21,20,1,48,3,1,21,20,4,51
718,9.5,2.33,40.81433486938477,-73.93547821044922,2,40.79000854492188,-73.94590759277344,0,2,4,1,29,18,20,50,4,1,29,18,30,52
719,14.0,3.6,40.75000762939453,-73.93633270263672,5,40.74812698364258,-73.87688446044922,0,1,2,1,6,5,27,34,2,1,6,5,41,18
720,11.5,2.89,40.702430725097656,-73.98968505859375,1,40.67466354370117,-74.0169906616211,0,2,4,1,22,15,28,50,4,1,22,15,40,54
721,16.0,4.75,40.784034729003906,-73.9544906616211,1,40.83482360839844,-73.94450378417969,0,2,1,1,5,5,12,48,1,1,5,5,28,6
722,23.5,5.7,40.755706787109375,-73.9863052368164,1,40.76562881469727,-73.91829681396484,0,2,3,1,21,7,18,26,3,1,21,7,49,19
723,23.0,4.63,40.756996154785156,-73.98959350585938,1,40.76185989379883,-73.92559814453125,0,2,4,1,22,10,37,1,4,1,22,11,10,54
724,8.0,1.59,40.82490539550781,-73.95073699951172,2,40.8079719543457,-73.94561004638672,0,2,6,1,3,15,15,48,6,1,3,15,24,39
725,11.0,2.45,40.79415130615234,-73.94910430908203,1,40.82051086425781,-73.95117950439453,0,2,2,1,20,14,44,36,2,1,20,14,57,44
726,15.0,3.39,40.69549560546875,-73.91265869140625,1,40.72316360473633,-73.95256042480469,0,2,4,1,1,0,27,16,4,1,1,0,45,46
727,16.5,3.53,40.75137710571289,-73.9903335571289,1,40.78918838500977,-73.95492553710938,0,2,4,1,29,19,5,41,4,1,29,19,28,28
728,12.0,2.69,40.68234252929688,-73.84473419189453,1,40.70014190673828,-73.81561279296875,0,2,3,1,28,15,23,14,3,1,28,15,37,35
729,5.5,0.8,40.69776916503906,-73.93647766113281,1,40.6984748840332,-73.92201232910156,0,1,5,1,30,21,0,25,5,1,30,21,6,11
730,12.5,2.19,40.7351188659668,-73.91901397705078,1,40.742977142333984,-73.91891479492188,0,2,6,1,17,20,0,51,6,1,17,20,17,48
731,7.0,1.34,40.75343704223633,-73.90701293945312,2,40.756160736083984,-73.88641357421875,0,2,4,1,15,13,54,36,4,1,15,14,1,43
732,28.0,10.09,40.854248046875,-73.82991790771484,1,40.78989028930664,-73.95223999023438,0,2,0,1,18,13,47,7,0,1,18,14,4,31
733,7.0,1.21,40.74048614501953,-73.89801025390625,1,40.74354553222656,-73.92314910888672,0,2,0,1,25,16,40,7,0,1,25,16,47,56
734,10.5,1.23,40.77317810058594,-73.96253967285156,1,40.788387298583984,-73.95284271240234,0,2,2,1,6,15,28,42,2,1,6,15,44,22
735,17.5,4.54,40.67702865600586,-73.98343658447266,1,40.71382522583008,-73.96175384521484,0,2,3,1,7,23,41,9,3,1,7,23,58,28
736,25.5,6.64,40.617183685302734,-73.96570587158203,1,40.690128326416016,-73.98780822753906,0,2,0,1,11,13,19,53,0,1,11,13,47,13
737,12.0,1.8,40.77388381958008,-73.96223449707031,1,40.79629135131836,-73.94966888427734,0,1,0,1,11,14,40,27,0,1,11,14,57,16
738,15.0,2.81,40.65930557250977,-73.95162200927734,1,40.687591552734375,-73.96768188476562,0,2,1,1,26,8,8,4,1,1,26,8,30,44
739,7.0,1.2,40.82361221313477,-73.94776153564453,1,40.813812255859375,-73.95986938476562,0,1,4,1,15,14,35,21,4,1,15,14,43,10
740,7.5,1.8,40.83956146240234,-73.91595458984375,1,40.81901550292969,-73.9288101196289,0,2,1,1,12,3,21,17,1,1,12,3,27,47
741,4.0,0.44,40.837501525878906,-73.85539245605469,1,40.83745193481445,-73.86021423339844,0,2,0,1,25,19,6,30,0,1,25,19,9,59
742,14.0,4.36,40.85572052001953,-73.91644287109375,1,40.806312561035156,-73.9420166015625,0,2,4,1,1,15,26,56,4,1,1,15,36,53
743,8.0,1.76,40.7309455871582,-73.9011001586914,1,40.745765686035156,-73.90336608886719,0,2,3,1,21,13,21,27,3,1,21,13,29,8
744,9.0,1.61,40.68242645263672,-73.79109954833984,1,40.70021438598633,-73.80744934082031,0,2,4,1,22,18,10,30,4,1,22,18,21,53
745,27.0,9.29,40.771484375,-73.93243408203125,1,40.730384826660156,-73.86359405517578,0,2,5,1,16,1,47,27,5,1,16,2,7,5
746,6.0,1.23,40.69925308227539,-73.97136688232422,1,40.701560974121094,-73.98683166503906,0,2,1,1,19,8,31,2,1,1,19,8,36,52
747,4.0,0.38,40.72294235229492,-73.84732818603516,1,40.72181701660156,-73.84426879882812,0,2,5,1,16,9,11,25,5,1,16,9,14,21
748,6.5,1.04,40.72950744628906,-73.84184265136719,1,40.72114562988281,-73.84375762939453,0,2,4,1,29,8,44,0,4,1,29,8,51,20
749,30.5,9.96,40.75557708740234,-73.97463989257812,5,40.66585540771485,-73.97918701171875,0,2,0,1,4,7,52,6,0,1,4,8,22,29
750,7.0,1.63,40.83105850219727,-73.94181823730469,1,40.81003952026367,-73.9586410522461,0,2,6,1,3,9,28,16,6,1,3,9,33,50
751,4.0,0.55,40.770755767822266,-73.9030990600586,1,40.77594757080078,-73.91087341308594,0,2,5,1,23,1,14,18,5,1,23,1,16,37
752,23.5,5.8,40.702552795410156,-73.91032409667969,1,40.74889755249024,-73.86965942382812,0,1,2,1,27,18,3,3,2,1,27,18,38,22
753,12.5,2.45,40.68794631958008,-73.9421157836914,1,40.69002151489258,-73.98328399658203,0,2,4,1,15,17,30,29,4,1,15,17,47,27
754,9.5,2.32,40.7557487487793,-73.88729858398438,2,40.76165390014648,-73.92534637451172,0,2,6,1,3,3,30,15,6,1,3,3,38,45
755,8.0,2.0,40.7729377746582,-73.95801544189453,1,40.79666519165039,-73.93798828125,0,1,6,1,17,9,8,36,6,1,17,9,14,20
756,9.0,2.27,40.6796875,-74.01217651367188,1,40.67936706542969,-73.99739837646484,0,2,6,1,17,15,0,51,6,1,17,15,11,17
757,4.5,0.65,40.85541915893555,-73.93677520751953,1,40.845680236816406,-73.94038391113281,0,2,0,1,18,10,30,16,0,1,18,10,33,39
758,12.0,2.79,40.77295684814453,-73.94931030273438,1,40.80487060546875,-73.93915557861328,0,2,1,1,12,19,56,41,1,1,12,20,9,39
759,17.5,5.07,40.705711364746094,-73.93341827392578,6,40.698158264160156,-73.99549102783203,0,2,5,1,30,17,35,17,5,1,30,17,52,52
760,6.0,0.95,40.8538703918457,-73.90727233886719,1,40.8626708984375,-73.89725494384766,0,2,6,1,10,17,20,12,6,1,10,17,26,37
761,14.0,4.2,40.7703857421875,-73.86488342285156,1,40.74583435058594,-73.90327453613281,0,2,3,1,14,14,48,36,3,1,14,14,59,43
762,21.0,5.84,40.78063583374024,-73.97267150878906,1,40.74626159667969,-73.89790344238281,0,2,0,1,11,23,18,36,0,1,11,23,40,18
763,6.5,1.44,40.78825378417969,-73.94098663330078,1,40.80284881591797,-73.93391418457031,0,2,5,1,9,4,39,21,5,1,9,4,44,45
764,5.0,0.86,40.86582565307617,-73.92655944824219,1,40.87239456176758,-73.9128189086914,0,2,0,1,25,10,0,50,0,1,25,10,5,6
765,5.0,0.64,40.725135803222656,-73.9574966430664,2,40.717872619628906,-73.9576416015625,0,2,3,1,21,19,29,50,3,1,21,19,34,44
766,26.0,6.48,40.77375793457031,-73.95166015625,1,40.82622146606445,-73.92086791992188,0,2,2,1,27,15,4,16,2,1,27,15,36,52
767,6.5,1.28,40.77802658081055,-73.91340637207031,1,40.77526092529297,-73.91193389892578,0,2,1,1,5,14,49,35,1,1,5,14,58,49
768,11.5,2.03,40.77617645263672,-73.92681121826172,1,40.7596435546875,-73.91840362548828,0,2,4,1,8,9,9,46,4,1,8,9,23,7
769,3.0,0.2,40.8023681640625,-73.96798706054688,1,40.805171966552734,-73.9659652709961,0,1,2,1,20,16,10,14,2,1,20,16,11,27
770,13.0,3.12,40.786041259765625,-73.98094177246094,1,40.78669738769531,-73.95286560058594,0,2,0,1,4,21,50,33,0,1,4,22,5,23
771,9.0,1.78,40.74795913696289,-73.88058471679688,1,40.75590515136719,-73.91251373291016,0,2,2,1,6,19,51,7,2,1,6,20,1,20
772,7.0,1.19,40.75273132324219,-73.87723541259766,1,40.749900817871094,-73.86259460449219,0,2,5,1,23,4,35,50,5,1,23,4,44,30
773,8.0,1.6,40.818206787109375,-73.95454406738281,1,40.80232620239258,-73.94964599609375,0,1,5,1,9,12,32,16,5,1,9,12,40,35
774,6.0,0.67,40.68051528930664,-73.9419937133789,5,40.67718505859375,-73.9399185180664,0,2,2,1,27,12,50,40,2,1,27,12,58,34
775,8.5,1.6,40.6654052734375,-73.9794692993164,2,40.67664337158203,-73.98316955566406,0,1,1,1,5,8,3,7,1,1,5,8,13,18
776,44.5,14.21,40.7204475402832,-73.95592498779297,1,40.80462265014648,-73.95551300048828,0,2,5,1,30,19,59,24,5,1,30,20,42,9
777,23.5,7.0,40.64929580688477,-73.9749984741211,2,40.71441650390625,-73.9614028930664,0,1,1,1,19,22,36,28,1,1,19,23,0,16
778,5.0,0.7,40.67648315429688,-73.98038482666016,1,40.668853759765625,-73.98001861572266,0,1,1,1,12,15,25,38,1,1,12,15,30,28
779,10.5,2.75,40.77387237548828,-73.79238891601562,1,40.75949478149414,-73.83038330078125,0,2,2,1,13,21,52,11,2,1,13,22,2,36
780,10.0,2.17,40.64700317382813,-74.02125549316406,1,40.62284851074219,-74.02870178222656,0,2,1,1,5,14,32,13,1,1,5,14,43,59
781,13.5,3.18,40.68654251098633,-73.95953369140625,1,40.68442916870117,-73.99478149414062,0,2,5,1,16,17,1,1,5,1,16,17,18,25
782,6.0,1.14,40.68025588989258,-73.98206329345703,1,40.68880844116211,-73.99446105957031,0,2,2,1,27,7,59,4,2,1,27,8,4,58
783,9.5,2.0,40.80088806152344,-73.95694732666016,4,40.82270812988281,-73.94207000732422,0,1,5,1,16,22,23,10,5,1,16,22,33,55
784,13.5,3.7,40.84730529785156,-73.93148040771484,1,40.80004501342773,-73.94474792480469,0,1,5,1,16,20,24,40,5,1,16,20,38,24
785,7.5,1.29,40.706153869628906,-73.85509490966797,6,40.72131729125977,-73.84425354003906,0,2,5,1,16,15,1,42,5,1,16,15,9,33
786,9.5,2.03,40.69551467895508,-73.94050598144531,1,40.680423736572266,-73.94939422607422,0,2,3,1,7,22,24,46,3,1,7,22,35,3
787,19.0,3.46,40.726051330566406,-74.00384521484375,1,40.69441223144531,-73.96704864501953,0,2,4,1,8,9,58,41,4,1,8,10,24,39
788,10.0,2.02,40.775390625,-73.90435791015625,5,40.76403427124024,-73.91494750976562,0,2,6,1,17,12,58,43,6,1,17,13,10,17
789,4.0,0.6,40.82350158691406,-73.9536361694336,1,40.82565307617188,-73.94860076904297,0,2,2,1,20,8,56,10,2,1,20,8,58,16
790,4.0,0.5,40.72241973876953,-73.94390106201172,1,40.72370147705078,-73.9507827758789,0,2,0,1,18,18,18,27,0,1,18,18,21,34
791,4.5,0.66,40.80352020263672,-73.95697784423828,1,40.8054084777832,-73.96217346191406,0,2,0,1,11,21,19,25,0,1,11,21,23,21
792,7.5,1.1,40.75240707397461,-73.86783599853516,1,40.74802017211914,-73.88126373291016,0,1,4,1,1,1,30,16,4,1,1,1,39,9
793,5.0,0.82,40.80344009399414,-73.94694519042969,1,40.80818557739258,-73.94513702392578,0,2,6,1,17,11,46,29,6,1,17,11,51,25
794,4.0,0.43,40.81172180175781,-73.95740509033203,1,40.8109016418457,-73.95275115966797,0,2,4,1,29,23,55,19,4,1,29,23,58,37
795,6.5,1.28,40.79798889160156,-73.96365356445312,1,40.8105354309082,-73.95217895507812,0,2,6,1,3,2,29,28,6,1,3,2,35,22
796,12.5,2.39,40.67521667480469,-73.9563980102539,1,40.68922424316406,-73.99258422851562,0,2,0,1,4,19,10,57,0,1,4,19,28,36
797,4.5,0.7,40.62383270263672,-74.0398178100586,1,40.622802734375,-74.0286636352539,0,2,2,1,13,13,59,0,2,1,13,14,2,29
798,7.0,0.91,40.75558853149414,-73.9195556640625,1,40.76573181152344,-73.91905212402344,0,2,5,1,30,21,10,28,5,1,30,21,18,45
799,8.5,1.9,40.67229461669922,-73.95735168457031,1,40.679481506347656,-73.93236541748047,0,1,6,1,17,6,55,6,6,1,17,7,4,6
800,11.0,2.3,40.74955749511719,-73.97718048095703,1,40.744773864746094,-73.95751953125,1,1,3,1,7,17,30,36,3,1,7,17,43,37
801,16.0,2.33,40.779930114746094,-73.95606994628906,1,40.80318069458008,-73.9561538696289,0,2,1,1,26,11,33,10,1,1,26,11,58,17
802,6.5,1.2,40.7928581237793,-73.96766662597656,1,40.801513671875,-73.95391845703125,0,2,2,1,13,7,41,27,2,1,13,7,48,5
803,31.0,9.46,40.757137298583984,-73.97445678710938,1,40.72123718261719,-73.84408569335938,0,2,0,1,25,6,26,32,0,1,25,6,57,12
804,34.0,11.83,40.68819427490234,-73.99313354492188,1,40.76179885864258,-73.92540740966797,0,2,6,1,3,0,14,25,6,1,3,0,35,2
805,7.0,1.09,40.82350158691406,-73.90896606445312,1,40.8385009765625,-73.90092468261719,0,2,2,1,6,17,0,30,2,1,6,17,7,56
806,8.0,1.5,40.84308624267578,-73.91097259521484,1,40.8619384765625,-73.89769744873047,1,1,6,1,24,23,34,20,6,1,24,23,42,36
807,6.5,1.27,40.66637802124024,-73.9919204711914,1,40.67687606811523,-73.98018646240234,0,2,3,1,14,0,28,49,3,1,14,0,34,5
808,12.5,2.3,40.677242279052734,-73.9555435180664,1,40.69348907470703,-73.98308563232422,0,1,2,1,6,12,56,34,2,1,6,13,13,58
809,4.5,0.82,40.77106094360352,-73.92169189453125,1,40.76529312133789,-73.93157958984375,0,2,6,1,10,20,35,21,6,1,10,20,38,31
810,7.0,1.23,40.73458099365234,-73.8935317993164,5,40.74521255493164,-73.9034423828125,0,2,6,1,10,18,20,43,6,1,10,18,29,5
811,12.5,3.32,40.729942321777344,-73.95731353759766,1,40.70964813232422,-73.91497802734375,0,2,6,1,3,0,8,43,6,1,3,0,20,49
812,4.0,0.61,40.71459197998047,-73.96630859375,1,40.71602630615234,-73.9574966430664,0,2,1,1,5,10,2,25,1,1,5,10,4,47
813,52.5,17.44,40.60904312133789,-74.00443267822266,1,40.78982543945313,-73.95231628417969,0,2,5,1,30,17,51,4,5,1,30,18,44,53
814,6.5,0.9,40.68108749389648,-73.9942398071289,1,40.68976974487305,-73.9923324584961,0,1,4,1,29,16,17,35,4,1,29,16,24,53
815,5.0,0.63,40.77075958251953,-73.90306091308594,1,40.7754135131836,-73.9118423461914,0,2,6,1,3,1,5,42,6,1,3,1,9,34
816,14.5,3.19,40.716251373291016,-73.95365905761719,5,40.70244598388672,-73.98904418945312,0,2,3,1,28,18,6,25,3,1,28,18,23,49
817,4.5,0.25,40.67727661132813,-73.97982025146484,1,40.68061447143555,-73.97762298583984,0,2,5,1,9,21,4,35,5,1,9,21,8,37
818,23.5,7.77,40.76580810546875,-73.95449829101562,1,40.83956527709961,-73.94068145751953,0,2,0,1,18,16,50,0,0,1,18,17,11,36
819,10.0,1.84,40.84907150268555,-73.84571075439453,1,40.83251953125,-73.8289794921875,0,2,4,1,8,8,17,50,4,1,8,8,28,32
820,4.0,0.58,40.713626861572266,-73.8226547241211,1,40.713714599609375,-73.83018493652344,0,2,1,1,19,19,33,43,1,1,19,19,35,40
821,12.5,2.99,40.81983184814453,-73.95433807373047,1,40.7962532043457,-73.93572998046875,0,2,0,1,4,14,30,44,0,1,4,14,45,28
822,23.5,7.94,40.81764221191406,-73.83672332763672,1,40.73616409301758,-73.84919738769531,0,2,2,1,13,19,11,53,2,1,13,19,28,0
823,19.5,6.03,40.858734130859375,-73.86459350585938,1,40.81166076660156,-73.9095687866211,0,2,0,1,25,18,47,45,0,1,25,19,6,32
824,9.5,1.7,40.8199577331543,-73.9598388671875,1,40.80548477172852,-73.93893432617188,0,1,2,1,13,19,24,43,2,1,13,19,36,35
825,22.5,7.55,40.74486541748047,-73.90300750732422,1,40.73229217529297,-73.86146545410156,0,2,4,1,1,17,46,11,4,1,1,18,3,1
826,7.0,1.6,40.67165756225586,-73.94998168945312,1,40.67780685424805,-73.97297668457031,0,1,3,1,7,11,40,22,3,1,7,11,45,33
827,10.5,2.36,40.79719543457031,-73.938232421875,1,40.823631286621094,-73.9488296508789,0,2,6,1,3,22,46,34,6,1,3,22,57,48
828,2.5,0.13,40.86082077026367,-73.92428588867188,1,40.85992431640625,-73.92681884765625,0,2,3,1,21,7,21,22,3,1,21,7,22,34
829,4.0,0.4,40.68646240234375,-73.99393463134766,1,40.69233322143555,-73.99093627929688,0,1,4,1,1,1,13,18,4,1,1,1,16,12
830,15.0,2.89,40.85078811645508,-73.89421081542969,1,40.85075378417969,-73.93839263916016,0,2,1,1,26,7,59,37,1,1,26,8,18,23
831,13.0,3.08,40.7651252746582,-73.91961669921875,1,40.74575805664063,-73.90364074707031,0,2,4,1,1,4,34,7,4,1,1,4,48,41
